1970	6.0
1971	5.9
1972	5.6
1973	5.4
1974	5.1
1975	4.9
1976	4.8
1977	4.8
1978	5.1
1979	6.0
1980	6.8
1981	6.7
1982	6.6
1983	6.6
1984	6.0
1985	5.2
1986	5.0
1987	5.1
1988	5.3
1989	5.9
1990	7.0
1991	6.9
1992	7.0
1993	6.7
1994	5.5
1995	5.1
1996	5.0
1997	4.9
1998	5.0
1999	5.7
2000	6.2
2001	6.7
2002	6.7
2003	6.2
2004	5.7
2005	5.4
2006	5.0
2007	4.9
2008	4.7
2009	4.7
2010	4.9
